ISO_Code,Year,EFW,Size of Government,Legal System & Property Rights,Sound Money,Freedom to trade internationally,Regulation,RGDP Per Capita,RGDP Per Capita Lag,Log RGDP Per Capita,Log RGDP Per Capita Lag,North America,Inflation
MDG,1/1/06,-0.183724247,-0.793178537,-0.528473255,0.087318538,-0.211627697,0.527339715,-49,-61,-0.034425598,-0.041263886,0,4.112183912
MDG,1/1/05,-0.266508325,0.485233556,-0.306591444,-0.357437112,-0.190426044,-0.96332058,-33,-49,-0.023870935,-0.034425598,0,3.382646819
MDG,1/1/04,0.08668314,-0.490469402,0.090365023,0.056813864,0.119774422,0.656931791,-24,-33,-0.017725723,-0.023870935,0,3.032139473
MDG,1/1/03,0.242173915,-0.053480446,0.033562532,0.743017516,0.176203375,0.311566596,-30,-24,-0.022608348,-0.017725723,0,2.981574539
MDG,1/1/02,-0.197078705,0.358685941,-0.096964705,-0.820756073,-0.066905664,-0.359453025,-83,-30,-0.06535186,-0.022608348,0,3.838284639
MDG,1/1/01,0.232869947,-0.003437215,0.420871745,0.719540556,0.063824957,-0.03645031,215,-83,0.16121621,-0.06535186,0,3.494464976
MWI,1/1/14,0.126508403,0.336365722,0.113062108,-0.417988795,0.029117564,0.571985415,5,12,0.004438534,0.010733556,0,2.621050017
MWI,1/1/13,0.016564699,-0.661571303,0.163621962,-0.048200823,0.307046679,0.321926978,-25,5,-0.022392337,0.004438534,0,3.725326661
MWI,1/1/12,0.224289432,0.382978749,-0.054795301,0.847763891,0.023037211,-0.07753739,-19,-25,-0.017359961,-0.022392337,0,4.82239636
MWI,1/1/11,0.332912529,0.249472432,0.148772162,0.75709481,0.292068272,0.217154967,17,-19,0.015546724,-0.017359961,0,3.338979636
MWI,1/1/10,-0.25068656,0.426086984,0.275758138,-1.622191154,-0.396033451,0.062946685,-15,17,-0.013705103,0.015546724,0,2.936231536
MWI,1/1/09,-0.031234988,-0.377644237,0.165940048,-0.015971155,-0.088557474,0.160057876,-34,-15,-0.031778375,-0.013705103,0,8.952970203
MWI,1/1/08,-0.045196167,-0.15565394,0.066079134,-0.074920482,0.013890175,-0.075375723,-48,-34,-0.046655692,-0.031778375,0,4.816767674
MWI,1/1/07,-0.275394527,-0.711022073,0.035949266,-0.042664567,-0.407075315,-0.252159944,-39,-48,-0.039578986,-0.046655692,0,4.282396048
MWI,1/1/06,-0.336926114,0.867008161,0.128500831,-2.221468448,-0.072987402,-0.38568371,-56,-39,-0.059719235,-0.039578986,0,4.112183912
MWI,1/1/05,-0.182875294,0.067664716,-0.654383748,-0.183028434,-0.131333335,-0.01329567,-13,-56,-0.014388737,-0.059719235,0,3.382646819
MWI,1/1/04,0.286623408,1.301197157,-0.167080266,0.360566751,0.658270442,-0.719837042,-1,-13,-0.001115449,-0.014388737,0,3.032139473
MWI,1/1/03,0.178984198,-0.314957411,0.356776205,0.340567083,0.483683501,0.028851614,-20,-1,-0.022574322,-0.001115449,0,2.981574539
MWI,1/1/02,-0.316907944,-1.94568232,0.057732073,-0.017832071,0.172529384,0.148713212,-23,-20,-0.026606543,-0.022574322,0,3.838284639
MWI,1/1/01,0.002595564,-0.213477916,-0.116231796,0.132310898,-0.019537918,0.229914554,9,-23,0.010495723,-0.026606543,0,3.494464976
MYS,1/1/14,-0.040142214,-0.137119843,0.109515112,-0.165427419,0.046806979,-0.054485896,-749,-621,-0.033959967,-0.027307402,0,2.621050017
MYS,1/1/13,-0.025631863,-0.067749853,-0.062902598,-0.243246003,0.177939563,0.067799578,-923,-749,-0.043500485,-0.033959967,0,3.725326661
MYS,1/1/12,-0.673654309,-0.357653966,-0.142955058,-2.605428317,-0.133645782,-0.128588421,-626,-923,-0.03061813,-0.043500485,0,4.82239636
MYS,1/1/11,0.011591722,0.040291417,0.124515328,-0.004080869,0.02120465,-0.123971916,-744,-626,-0.037652459,-0.03061813,0,3.338979636
MYS,1/1/10,-0.016786663,0.09529572,-0.066399622,0.029760021,-0.127653589,-0.014935847,-680,-744,-0.035699329,-0.037652459,0,2.936231536
MYS,1/1/09,-0.257391537,-0.064672524,-0.39329456,-0.022830804,-0.408641297,-0.3975185,-1024,-680,-0.056284774,-0.035699329,0,8.952970203
MYS,1/1/08,0.020846989,-0.056404242,0.130456696,0.078622452,0.038901187,-0.087341146,574,-1024,0.031939509,-0.056284774,0,4.816767674
MYS,1/1/07,0.257426033,0.19774293,0.381640541,0.195850708,0.290278112,0.221617871,-542,574,-0.030131803,0.031939509,0,4.282396048
MYS,1/1/06,-0.051051313,-0.245644842,0.052417189,-0.127033756,0.026074634,0.038930211,-758,-542,-0.043723442,-0.030131803,0,4.112183912
MYS,1/1/05,0.037751642,0.089435756,0.321129496,-0.04831843,-0.046489856,-0.126998755,-610,-758,-0.036629733,-0.043723442,0,3.382646819
MYS,1/1/04,-0.156392279,0.036753856,-0.273739517,0.142483111,-0.075656814,-0.611802033,-474,-610,-0.029419362,-0.036629733,0,3.032139473
MYS,1/1/03,-0.12802248,-0.647458812,-0.272880511,0.279609102,-0.019697018,0.020314842,-653,-474,-0.042001093,-0.029419362,0,2.981574539
MYS,1/1/02,-0.078965374,0.0257745,-0.04761361,-0.293864127,0.046742508,-0.12586614,-478,-653,-0.0319034,-0.042001093,0,3.838284639
MYS,1/1/01,-0.133704773,0.074867672,-0.218515933,0.013210785,-0.025377364,-0.512709024,-433,-478,-0.029805696,-0.0319034,0,3.494464976
MLI,1/1/14,0.029587552,-0.356631704,0.066114212,-0.056044706,0.140472812,0.354027144,-48,-41,-0.031395646,-0.026058036,0,2.621050017
MLI,1/1/13,0.098687742,0.839440185,-0.300446266,-0.077803039,-0.150981124,0.183228954,-62,-48,-0.042068618,-0.031395646,0,3.725326661
MLI,1/1/12,0.036601742,0.891232981,0.139032162,-0.489343653,-0.479314498,0.121401717,5,-62,0.003459014,-0.042068618,0,4.82239636
MLI,1/1/11,-0.104304376,-1.009164103,0.449508611,0.246213746,0.041978661,-0.250058797,52,5,0.035281814,0.003459014,0,3.338979636
MLI,1/1/10,0.045403588,-0.002028139,-0.107583874,0.249459007,0.054423982,0.032746964,-8,52,-0.005347606,0.035281814,0,2.936231536
MLI,1/1/09,0.002428529,-0.020129487,0.06882969,-0.104890385,-0.128170806,0.196503632,-40,-8,-0.027175585,-0.005347606,0,8.952970203
MLI,1/1/08,-0.161951058,0.009026503,-0.280077894,-0.47540865,-0.020760983,-0.042534266,-29,-40,-0.020174597,-0.027175585,0,4.816767674
MLI,1/1/07,0.177717644,0.499358886,0.054838648,0.859127781,-0.080421519,-0.444315577,-31,-29,-0.022025757,-0.020174597,0,4.282396048
MLI,1/1/06,-0.034026693,-0.053272513,0.387173101,-0.652429329,-0.107753237,0.256148512,-15,-31,-0.010834342,-0.022025757,0,4.112183912
MLI,1/1/05,-0.272689905,0.156476238,-0.58688872,-0.368121619,-0.109406077,-0.45550935,-34,-15,-0.025001302,-0.010834342,0,3.382646819
MLI,1/1/04,-0.102196491,-0.011720957,0.082215811,0.010355762,0.079263901,-0.671096974,-57,-34,-0.043369292,-0.025001302,0,3.032139473
MLI,1/1/03,0.156582369,0.470949141,-0.181508802,-0.095870765,0.454440677,0.134901592,12,-57,0.009287992,-0.043369292,0,2.981574539
MLI,1/1/02,-0.282820924,-0.98379031,-0.048386379,0.071797434,-0.121896434,-0.331828931,-76,12,-0.060335758,0.009287992,0,3.838284639
MLI,1/1/01,0.227885546,0.670013767,0.053112255,0.585790501,0.049380582,-0.218869377,-22,-76,-0.018167304,-0.060335758,0,3.494464976
MLT,1/1/14,0.07692071,-0.040474905,0.449687899,-0.026034138,0.150223598,-0.148798907,-1702,-1117,-0.061134334,-0.038181578,0,2.621050017
MLT,1/1/13,-0.14302711,-0.047332845,0.002405231,-0.102758183,-0.389044752,-0.178404999,-1836,-1702,-0.070427869,-0.061134334,0,3.725326661
MLT,1/1/12,-0.025046472,-0.022034653,0.143865325,-0.054658086,-0.040299925,-0.152105023,-861,-1836,-0.034817418,-0.070427869,0,4.82239636
MLT,1/1/11,0.032931181,0.071706869,-0.003924329,0.029354564,0.096217304,-0.028698502,-430,-861,-0.017853169,-0.034817418,0,3.338979636
MLT,1/1/10,0.00428562,-0.026913368,0.036464006,0.039338722,0.076611829,-0.104073089,-229,-430,-0.009639542,-0.017853169,0,2.936231536
MLT,1/1/09,0.007537734,-0.004724205,0.060359689,-0.078058493,4.66E-05,0.060065062,-696,-229,-0.029881162,-0.009639542,0,8.952970203
MLT,1/1/08,-0.031550524,-0.180680102,0.036683946,-0.003618786,-0.035825329,0.025687652,757,-696,0.032457993,-0.029881162,0,4.816767674
MLT,1/1/07,0.112874768,0.283694591,0.158244064,0.121545074,0.175804262,-0.174914153,-618,757,-0.026418566,0.032457993,0,4.282396048
MLT,1/1/06,-0.307900293,0.009323116,-0.557203682,-0.684995493,-0.042148067,-0.264477339,-807,-618,-0.035583412,-0.026418566,0,4.112183912
MLT,1/1/05,0.127732248,-0.059456221,0.36233564,0.097793693,0.27511287,-0.037124743,-320,-807,-0.014468107,-0.035583412,0,3.382646819
MLT,1/1/04,-0.353865306,-0.110442136,-0.545952753,-0.273950614,-0.219376947,-0.619604078,-666,-320,-0.030800123,-0.014468107,0,3.032139473
MLT,1/1/03,-0.643024817,0.043338785,0.021718811,-2.334746016,-0.784304984,-0.161130681,49,-666,0.00229869,-0.030800123,0,2.981574539
MLT,1/1/02,0.31744278,0.001646386,-0.053712295,0.583068049,0.141239444,0.914972315,-392,49,-0.018539193,0.00229869,0,3.838284639
MLT,1/1/01,-0.114842165,-0.003466762,0.074739097,-0.03443239,-0.222489453,-0.388561319,-454,-392,-0.021909959,-0.018539193,0,3.494464976
MRT,1/1/14,-0.008523003,-0.051470588,-0.028948073,-0.735006434,0.62584733,0.146962749,35,17,0.010170072,0.00497732,0,2.621050017
MRT,1/1/13,-0.098068976,0.249872774,0.078434489,-0.109845124,-0.429602134,-0.279204885,-140,35,-0.041315997,0.010170072,0,3.725326661
MRT,1/1/12,0.100582973,0.042618831,0.358110568,-0.041258955,0.056994836,0.086449584,-106,-140,-0.032458453,-0.041315997,0,4.82239636
MRT,1/1/11,0.098199845,0.036764706,0.165768439,-0.086995452,0.221281058,0.154180475,-109,-106,-0.034513478,-0.032458453,0,3.338979636
MRT,1/1/10,-0.104210621,0.608088235,-0.13531504,-0.277957043,-0.418934054,-0.296935204,-59,-109,-0.019190701,-0.034513478,0,2.936231536
MRT,1/1/09,0.222846067,0.45,-0.030998036,0.223161258,-0.067836532,0.539903642,-69,-59,-0.022920784,-0.019190701,0,8.952970203
MRT,1/1/08,-0.10101102,-0.173529412,-0.577770059,0.068875975,0.206027535,-0.028659141,105,-69,0.034674103,-0.022920784,0,4.816767674
MRT,1/1/07,-0.046175855,-0.352205882,0.205939825,-0.005116886,-0.012658959,-0.066837371,42,105,0.013539859,0.034674103,0,4.282396048
MRT,1/1/06,0.031718227,-0.174264706,0.285090344,0.322203558,-0.046982017,-0.227456042,-10,42,-0.003207187,0.013539859,0,4.112183912
MRT,1/1/05,0.138121771,0.802940441,-0.035044353,0.269529213,-0.105198805,-0.241617642,-429,-10,-0.148278672,-0.003207187,0,3.382646819
MUS,1/1/14,-0.091496641,-0.403184977,-0.072447924,-0.009481044,0.178561169,-0.150930428,-504,-596,-0.027893341,-0.032011326,0,2.621050017
MUS,1/1/13,0.089625186,0.225150276,0.058751046,0.091269472,-0.0558545,0.128809636,-507,-504,-0.028867045,-0.027893341,0,3.725326661
MUS,1/1/12,0.073152071,0.307034826,0.098863019,-0.237618216,-0.091464604,0.288945328,-418,-507,-0.024442803,-0.028867045,0,4.82239636
MUS,1/1/11,-0.100216034,-0.020121949,-0.187113416,-0.217307264,-0.035210341,-0.041327201,-410,-418,-0.024569788,-0.024442803,0,3.338979636
MUS,1/1/10,-0.019493595,-0.027845809,-0.165201211,0.061119656,-0.073572571,0.108031962,-499,-410,-0.030741325,-0.024569788,0,2.936231536
MUS,1/1/09,-0.047580567,0.01671248,0.028664962,-0.080179678,0.048619863,-0.251720464,-512,-499,-0.032556283,-0.030741325,0,8.952970203
MUS,1/1/08,0.02970964,0.46653452,0.044308043,-0.198646306,-0.03565626,-0.127991799,-339,-512,-0.022154149,-0.032556283,0,4.816767674
MUS,1/1/07,-0.060317307,-0.157171021,-0.261621242,0.22979304,0.058542845,-0.171130158,-674,-339,-0.045560732,-0.022154149,0,4.282396048
MUS,1/1/06,-0.466987883,-1.201434525,-0.884313399,0.060536095,-0.149664472,-0.160063112,-690,-674,-0.04889737,-0.045560732,0,4.112183912
MUS,1/1/05,0.143681256,0.396372089,0.547293726,0.199863277,-0.258918256,-0.166204557,-527,-690,-0.039026092,-0.04889737,0,3.382646819
MUS,1/1/04,-0.431280438,-0.34210233,-0.725425637,-0.062463554,-1.115441638,0.08903097,-118,-527,-0.008950981,-0.039026092,0,3.032139473
MUS,1/1/03,0.053247442,0.056500642,0.10017278,0.098488082,0.088433849,-0.077358144,-431,-118,-0.033391955,-0.008950981,0,2.981574539
MUS,1/1/02,0.041716623,-0.006011985,0.187448013,-0.034470938,0.052917282,0.008700741,-587,-431,-0.047349463,-0.033391955,0,3.838284639
MUS,1/1/01,0.02211845,-0.006306701,0.054070444,0.088438647,0.526058379,-0.551668516,-85,-587,-0.007046077,-0.047349463,0,3.494464976
MEX,1/1/14,-0.040554805,0.005045075,0.015160276,-0.088030344,0.041065145,-0.176014178,-240,-37,-0.015022816,-0.00229607,1,2.621050017
MEX,1/1/13,-0.088973245,-0.780043555,0.210371407,0.005657572,-0.209919342,0.329067695,-176,-240,-0.011161963,-0.015022816,1,3.725326661
MEX,1/1/12,-0.09303261,-0.095735019,0.012779379,0.034218972,-0.332835192,-0.083591189,-41,-176,-0.00261822,-0.011161963,1,4.82239636
MEX,1/1/11,-0.006344548,0.025047834,0.167549382,0.013429841,0.009011529,-0.246761326,-429,-41,-0.027814688,-0.00261822,1,3.338979636
MEX,1/1/10,0.020101361,0.126997916,-0.056027406,-0.049501088,-0.06152908,0.140566463,-390,-429,-0.025975486,-0.027814688,1,2.936231536
MEX,1/1/09,-0.124298519,-0.355150525,-0.041165073,-0.098420267,0.05116108,-0.177917808,-558,-390,-0.038378962,-0.025975486,1,8.952970203
MEX,1/1/08,0.113136691,0.319703478,0.321998351,0.013534648,-0.040996334,-0.04855669,920,-558,0.062511858,-0.038378962,1,4.816767674
MEX,1/1/07,0.104110818,0.471876293,-0.069482556,0.039039519,0.02304921,0.056071624,-1,920,-6.59E-05,0.062511858,1,4.282396048
MEX,1/1/06,0.096134935,-0.27395861,0.457647037,0.042780241,0.132508326,0.121697683,-287,-1,-0.019086199,-6.59E-05,1,4.112183912
MEX,1/1/05,-0.037261907,0.018529719,-0.278373763,0.014512711,0.078720414,-0.019698614,-540,-287,-0.036929798,-0.019086199,1,3.382646819
MEX,1/1/04,-0.067803755,0.179151405,-0.373983161,-0.191641914,-0.065171979,0.112626876,-270,-540,-0.018989248,-0.036929798,1,3.032139473
MEX,1/1/03,-0.081674934,-0.029266062,-0.352014733,-0.250954448,0.116301878,0.107558697,-410,-270,-0.029543182,-0.018989248,1,2.981574539
MEX,1/1/02,2.75E-05,0.05457711,0.163541982,-0.207044467,0.04150605,-0.052443064,-46,-410,-0.00336972,-0.029543182,1,3.838284639
MEX,1/1/01,-0.18342413,0.011125475,-0.295794054,-0.051813398,-0.037790703,-0.542847968,27,-46,0.001979255,-0.00336972,1,3.494464976
MDA,1/1/14,0.089365257,0.091952713,0.152485958,0.040488202,0.00332153,0.158577882,-36,-293,-0.006253277,-0.049490805,0,2.621050017
MDA,1/1/13,-0.100702189,0.005543515,-0.006136014,-0.194912767,-0.348309177,0.040303497,-318,-36,-0.057004679,-0.006253277,0,3.725326661
MDA,1/1/12,0.075099094,0.149291081,0.718396482,0.101234066,-0.288042623,-0.305383534,-516,-318,-0.100025207,-0.057004679,0,4.82239636
MDA,1/1/11,0.03694333,0.136997149,0.183979339,-0.185814023,0.024286183,0.025268001,-13,-516,-0.002653875,-0.100025207,0,3.338979636
MDA,1/1/10,-0.079008913,-0.205493103,-0.024247511,-0.171172334,-0.032633187,0.03850157,-359,-13,-0.076217246,-0.002653875,0,2.936231536
MDA,1/1/09,-0.012600911,-0.037437865,0.076347653,0.358639938,0.002161816,-0.462716094,-344,-359,-0.07892193,-0.076217246,0,8.952970203
MDA,1/1/08,0.234306553,0.566115966,0.533105451,-0.520362532,0.286741943,0.305931937,219,-344,0.05095903,-0.07892193,0,4.816767674
MDA,1/1/07,-0.05818994,0.035280414,-0.304234783,-0.377459872,0.010863862,0.34460068,-367,219,-0.086928886,0.05095903,0,4.282396048
MDA,1/1/06,-0.066742884,0.111014348,-0.401527213,0.125878896,-0.182680789,0.013600337,-163,-367,-0.041172629,-0.086928886,0,4.112183912
MDA,1/1/05,-0.069481886,0.154703331,-0.069860251,-0.321616771,-0.121444306,0.010808566,-221,-163,-0.058676418,-0.041172629,0,3.382646819
MNG,1/1/14,-0.067137289,-0.045803292,-0.068613087,-0.511547239,0.361857427,-0.071580255,-115,38,-0.009318977,0.003069717,0,2.621050017
MNG,1/1/13,-0.152988894,-0.043529412,-0.179660921,-0.590506114,-0.066116017,0.114867993,-738,-115,-0.06196375,-0.009318977,0,3.725326661
MNG,1/1/12,-0.13244864,-0.297787922,0.125020781,-0.343744579,-0.279399166,0.133667686,-1052,-738,-0.095544075,-0.06196375,0,4.82239636
MNG,1/1/11,0.133624628,0.028811007,0.059928959,0.207986939,0.025881545,0.345514691,-1009,-1052,-0.1011022,-0.095544075,0,3.338979636
MNG,1/1/10,-0.10255099,0.24106651,-0.128398482,-0.583349698,0.016932424,-0.059005706,-1272,-1009,-0.144009669,-0.1011022,0,2.936231536
MNG,1/1/09,-0.037677597,-0.780824776,-0.038009755,0.758281008,0.045352459,-0.173186919,-373,-1272,-0.046485224,-0.144009669,0,8.952970203
MNG,1/1/08,-0.273524896,-0.249900721,0.11473683,-0.526104005,-0.474259076,-0.232097509,216,-373,0.027181741,-0.046485224,0,4.816767674
MNG,1/1/07,0.192259518,0.040312658,-0.098477163,0.724456131,-0.130859226,0.425865191,-558,216,-0.071790076,0.027181741,0,4.282396048
MNG,1/1/06,0.288113592,0.307275951,0.402102744,0.491269208,0.33870027,-0.098780211,-611,-558,-0.085012576,-0.071790076,0,4.112183912
MNG,1/1/05,-0.09418887,0.273918707,-0.404262337,-0.358828864,0.080411159,-0.062183014,-469,-611,-0.070539646,-0.085012576,0,3.382646819
MNG,1/1/04,-0.202417855,0.009411765,-0.250630152,0.021767748,-0.567676367,-0.224962267,-368,-469,-0.05905775,-0.070539646,0,3.032139473
MNE,1/1/14,0.16976388,-0.096323529,0.220473496,0.177992105,0.271200019,0.275477312,-812,-492,-0.04821928,-0.028124174,0,2.621050017
MNE,1/1/13,-0.117892654,0.488970588,0.125997706,-0.0696888,-0.444509747,-0.690233016,-373,-812,-0.022954148,-0.04821928,0,3.725326661
MNE,1/1/12,0.162161544,0.046900028,0.661032215,-0.48387597,-0.233528373,0.820279818,-643,-373,-0.040850527,-0.022954148,0,4.82239636
MNE,1/1/11,-0.081912072,-0.389705882,0.321436321,-0.334173135,0.026208532,-0.033326198,326,-643,0.020919654,-0.040850527,0,3.338979636
MNE,1/1/10,0.211209555,-0.102941176,0.192143195,0.6306126,0.121984231,0.214248927,-605,326,-0.039177531,0.020919654,0,2.936231536
MNE,1/1/09,-0.127578525,-0.529411765,-0.057464278,-0.129100472,0.052755008,0.025328883,-484,-605,-0.032486078,-0.039177531,0,8.952970203
MNE,1/1/08,-0.036762019,0.448529412,-0.170327292,-0.385134754,0.17233904,-0.249216502,742,-484,0.049381248,-0.032486078,0,4.816767674
MNE,1/1/07,-0.179376277,0.35,-0.508967161,-0.362551988,-0.064175187,-0.311187048,-1135,742,-0.076558525,0.049381248,0,4.282396048
MNE,1/1/06,-0.068025721,-0.417363649,0.001347624,0.355674401,-0.150227943,-0.12955904,-1507,-1135,-0.111650459,-0.076558525,0,4.112183912
MNE,1/1/05,-0.50777875,-0.679553676,-0.123240658,-0.524092642,-0.296784282,-0.915222489,-1131,-1507,-0.092828546,-0.111650459,0,3.382646819
MAR,1/1/14,-0.075083489,-0.00112821,-0.139831041,0.057952501,-0.231181791,-0.061228904,-268,-38,-0.034069648,-0.004738163,0,2.621050017
MAR,1/1/13,0.0847426,-0.052941176,-0.029977875,-0.091507333,0.531984861,0.066154523,-114,-268,-0.014851758,-0.034069648,0,3.725326661
MAR,1/1/12,-0.035575799,-0.027334921,0.080840739,-0.123217266,-0.018220045,-0.089947505,-254,-114,-0.033906078,-0.014851758,0,4.82239636
MAR,1/1/11,-0.012880093,0.517053333,0.02213777,0.035199243,-0.188169639,-0.450621169,-139,-254,-0.019053417,-0.033906078,0,3.338979636
MAR,1/1/10,-0.013952411,-0.047858631,-0.050352658,-0.103554979,-0.150196704,0.282200916,-286,-139,-0.040383858,-0.019053417,0,2.936231536
MAR,1/1/09,-0.076655199,-0.001552469,0.021390722,-0.050846625,-0.247538658,-0.104728966,-182,-286,-0.026574786,-0.040383858,0,8.952970203
MAR,1/1/08,-0.069152854,0.311047249,-0.10186912,-0.296187322,-0.071892548,-0.18686253,-203,-182,-0.030498871,-0.026574786,0,4.816767674
MAR,1/1/07,-0.014233108,0.034133982,0.045764769,0.115558402,-0.226743632,-0.039879058,-296,-203,-0.046207689,-0.030498871,0,4.282396048
MAR,1/1/06,-0.097346475,-0.088475873,-0.557473397,0.109329736,0.01237393,0.037513227,-145,-296,-0.023439204,-0.046207689,0,4.112183912
MAR,1/1/05,0.027067331,0.016234731,0.624511191,0.153793266,0.006445317,-0.665647851,-364,-145,-0.061381369,-0.023439204,0,3.382646819
MAR,1/1/04,-0.196081502,0.059317368,-0.736521744,0.013409158,-0.191917872,-0.12469442,-118,-364,-0.020735236,-0.061381369,0,3.032139473
MAR,1/1/03,0.023599251,-0.330035431,0.209167125,-0.014852115,-0.069952299,0.323668973,-192,-118,-0.034685558,-0.020735236,0,2.981574539
MAR,1/1/02,-0.132594402,0.007238927,-0.145781062,-0.077592867,-0.120519941,-0.326317068,-242,-192,-0.045505125,-0.034685558,0,3.838284639
MAR,1/1/01,0.056704865,-0.060860687,-0.02933982,0.073457401,0.335673914,-0.035406484,-94,-242,-0.01824939,-0.045505125,0,3.494464976
MOZ,1/1/14,0.111513876,0.045177669,-0.005383051,0.106784718,0.07377705,0.337212993,-43,-10,-0.039764832,-0.009025332,0,2.621050017
MOZ,1/1/13,0.106445647,0.537647059,-0.116652382,-0.054175522,0.179070064,-0.013660982,-49,-43,-0.047328968,-0.039764832,0,3.725326661
MOZ,1/1/12,0.080052814,-0.178817283,0.195189214,-0.090301721,-0.05224955,0.526443409,-44,-49,-0.044496724,-0.047328968,0,4.82239636
MOZ,1/1/11,-0.223560315,-0.687271925,0.08195955,-0.226515727,-0.128507311,-0.15746616,-42,-44,-0.044404758,-0.044496724,0,3.338979636
MOZ,1/1/10,-0.069799083,-0.01869151,0.031668947,-0.270417419,0.0350372,-0.126592632,-41,-42,-0.045336675,-0.044404758,0,2.936231536
MOZ,1/1/09,0.330633735,1.093243162,0.024503375,0.677711572,-0.13283501,-0.009454427,-37,-41,-0.042756368,-0.045336675,0,8.952970203
MOZ,1/1/08,0.18945989,0.04539728,-0.127310744,1.100823358,-0.003819247,-0.067791199,-33,-37,-0.039740329,-0.042756368,0,4.816767674
MOZ,1/1/07,-0.047941986,-0.087294251,-0.198971855,0.118666566,0.09184583,-0.16395622,-35,-33,-0.04394932,-0.039740329,0,4.282396048
MOZ,1/1/06,-0.123331508,0.041462146,0.040119546,-0.232265659,-0.207442133,-0.258531439,-38,-35,-0.050010421,-0.04394932,0,4.112183912
MOZ,1/1/05,-0.071536567,0.428006769,-0.664779141,0.122497334,-0.008401814,-0.235005982,-51,-38,-0.071309028,-0.050010421,0,3.382646819
MOZ,1/1/04,0.176739664,-0.437829039,-0.227025768,0.991116015,-0.03198764,0.589424755,-42,-51,-0.062800901,-0.071309028,0,3.032139473
MOZ,1/1/03,-0.21222944,0.151856324,-0.688930338,-0.216001311,-0.107498346,-0.200573529,-33,-42,-0.052268429,-0.062800901,0,2.981574539
MMR,1/1/14,0.073732507,-0.29926663,2.19E-05,0.315622539,0.118553583,0.233731153,-293,-263,-0.060126837,-0.05105427,0,2.621050017
MMR,1/1/13,0.006556433,0.031591601,-0.254331593,-0.134636187,0.584897328,-0.194738987,-304,-293,-0.066458016,-0.060126837,0,3.725326661
MMR,1/1/12,-0.334146251,-0.563869898,-0.018735692,-0.020218863,-0.189413291,-0.878493511,-300,-304,-0.070220698,-0.066458016,0,4.82239636
MMR,1/1/11,-0.540354751,0.585029412,0.272278155,-0.517840013,-3.149561487,0.108320181,-240,-300,-0.059958016,-0.070220698,0,3.338979636
MMR,1/1/10,-0.226854411,-0.524231071,-0.313677187,-0.209379485,0.005294335,-0.092278649,-165,-240,-0.043410735,-0.059958016,0,2.936231536
MMR,1/1/09,-0.052645084,0.054522176,-0.004688818,0.520509106,0.006520572,-0.840088458,-150,-165,-0.04116937,-0.043410735,0,8.952970203
MMR,1/1/08,-0.229764813,-0.010126442,-0.005033764,-1.317429788,0.006113385,0.177652543,-135,-150,-0.038559682,-0.04116937,0,4.816767674
MMR,1/1/07,-0.134454665,-0.111131812,0.015728703,-0.563007017,0.005904067,-0.019767267,-90,-135,-0.026558067,-0.038559682,0,4.282396048
MMR,1/1/06,0.373246329,0.39627761,0.409153548,0.297480149,0.326195917,0.437124422,-323,-90,-0.101579793,-0.026558067,0,4.112183912
MMR,1/1/05,-0.087493216,-0.006131315,-0.532093608,0.28613451,-0.296705585,0.11132992,-318,-323,-0.111225635,-0.101579793,0,3.382646819
MMR,1/1/04,-0.094506812,-0.342832106,-0.004000909,-0.096747174,0.002766788,-0.031720657,-294,-318,-0.115150544,-0.111225635,0,3.032139473
MMR,1/1/03,-0.351796566,0.035830323,-0.015814908,-1.429215483,-0.005194051,-0.344588713,-261,-294,-0.114674547,-0.115150544,0,2.981574539
MMR,1/1/02,-0.162501345,0.006714835,0.105485532,-0.880571248,0.003296547,-0.04743239,-237,-261,-0.116910511,-0.114674547,0,3.838284639
MMR,1/1/01,0.371873769,-0.053825678,-0.011525573,1.757967771,0.001771087,0.164981236,-183,-237,-0.100661995,-0.116910511,0,3.494464976
NAM,1/1/14,-0.00605785,0.205220388,-0.248878737,0.093932525,-0.026015804,-0.054547621,-292,86,-0.031346491,0.009130544,0,2.621050017
NAM,1/1/13,0.003562483,0.128006091,-0.077074574,-0.121374736,0.153836397,-0.065580763,-377,-292,-0.041981336,-0.031346491,0,3.725326661
NAM,1/1/12,0.036981106,0.379889378,0.01558487,0.053026039,-0.170060331,-0.093534426,-310,-377,-0.03589179,-0.041981336,0,4.82239636
NAM,1/1/11,-0.155505665,-0.251997303,0.160725255,-0.404833782,0.17907821,-0.460500703,-280,-310,-0.03356422,-0.03589179,0,3.338979636
NAM,1/1/10,0.217821701,0.248923354,0.314200615,0.103905398,0.042865997,0.379213138,-286,-280,-0.035487595,-0.03356422,0,2.936231536
NAM,1/1/09,0.08657477,0.196673861,0.385733625,-0.269371089,-0.233161981,0.352999432,-347,-286,-0.044819279,-0.035487595,0,8.952970203
NAM,1/1/08,-0.074849701,-0.386670997,0.007543662,0.026451818,0.044421815,-0.065994804,81,-347,0.010643291,-0.044819279,0,4.816767674
NAM,1/1/07,0.098086943,0.294932518,-0.125283743,0.397489748,-0.011215565,-0.065488241,-98,81,-0.012891523,0.010643291,0,4.282396048
NAM,1/1/06,-0.305275974,-0.435771758,-0.521418009,-0.161493289,-0.32540663,-0.082290186,-292,-98,-0.039427275,-0.012891523,0,4.112183912
